id,source,text
202,visible:span[dir='auto'],"求東吳大學真的放過我
都暑假了 那個職崖還有AI怎麼還有功課
我真的快要發瘋 這是我今年最不懂的事
這個到底教了我什麼東西….
我難道不知道我很難找到工作嗎😭😭
你在逼我…我 就立刻去寫功課！！！！(窩囊
但說真的￼我還有時間發文 其實也不緊張。😳
1
/
3"
204,visible:span[dir='auto'],有人上東吳日文系嗎🙋🏿🙋🏿還是有東吳的想交個朋友
205,visible:span[dir='auto'],"各位脆友們 東吳經濟和逢甲財經要怎麼選啊…
我原本是想要東吳的，但是我有去過兩所學校，我覺得逢甲的環境比較好一點，雖然東吳的經濟可能比較強，但我當時進去感覺氣氛比較壓抑，有點不舒服，6/4就要決定了，請各位脆友們給我一些建議吧🙏"
206,visible:span[dir='auto'],東吳大學最富裕的畫面
207,visible:span[dir='auto'],想問各位脆友 東吳經濟和逢甲財經怎麼選，我知道如果未來出路一定是東吳，畢竟一個強文科，一個強理科，但東吳經濟很硬，有聽學長姐說過有一點點壓抑，逢甲可能比較開放一點，以我自己來說我想去逢甲，可能是因為比較放鬆，但以長遠來說又是東吳比較好，不知道怎麼辦…
209,visible:span[dir='auto'],"東吳德文正取
1
/
2"
211,visible:span[dir='auto'],"繁星上東吳英文ㄌ
有人跟我一樣嗎😗👉🏻👈🏻
想請問需要注意什麼事情或提早準備什麼嗎！
1
/
2"
213,visible:span[dir='auto'],"誰能想到這次東吳社工考社會住宅反正我沒想到
1
/
2"
218,visible:span[dir='auto'],我要進東吳我要進東吳😭
219,visible:span[dir='auto'],"東吳日文正取10 企管正取45
爽！"
226,visible:span[dir='auto'],東吳或輔仁社工系怎麼樣😭
229,visible:span[dir='auto'],"【鄭重公告】
輔仁、東吳、淡江少了一個知名校友。
1
/
2"
232,visible:span[dir='auto'],大一新生想來找一下東吳企管的同學～
233,visible:span[dir='auto'],"我不是東吳的學生 但我想送給讀東吳的朋友
東吳大學"
234,visible:span[dir='auto'],"兩台557
幹來東吳第一次打這麼富裕的仗"
237,visible:span[dir='auto'],"✨東吳大學「開箱東吳」就在今天✨（夯爆了）
1
/
2"
238,visible:span[dir='auto'],拜託東吳的分科分數不要再漲了
239,visible:span[dir='auto'],"東吳政治的教授讓我離開之後拿一包餅乾走
哥們這是安慰獎嗎還是⋯⋯
1
/
2"
241,visible:span[dir='auto'],"希望我分科成績出來可以上東吳哲學
然後我第一順位填輔仁哲學
1
/
2"
