id,source,text
155,visible:span[dir='auto'],新來的東吳的學弟妹集合！🔥🔥
156,visible:span[dir='auto'],東吳日文跟輔大日文 該選哪個🙏
157,visible:span[dir='auto'],東吳新生群已經玩起了誰是臥底
158,visible:span[dir='auto'],"繁星上東吳政治！我也是準大學生了好耶！有沒有人也上東吳政治的？可以來認識一下交個朋友！！！
1
/
2"
159,visible:span[dir='auto'],我應該是東吳第一個會把班牌帶回去彩繪的人😵‍💫😵‍💫
160,visible:span[dir='auto'],"表妹跑來問我妹：什麼是API
我妹（藥學系）：活性藥物成分
我（資工系）：應用程式介面
一個API各自表述"
161,visible:span[dir='auto'],"我的夢想是把東吳大學鏟平
1
/
2"
162,visible:span[dir='auto'],"有人可以給建議嗎？跟原因🥹
東吳大學的三個科系
1.會計學系
2.資料科學系
3.財務工程與精算數學"
163,visible:span[dir='auto'],"2025年初回顧
關於資料科學 相關職缺面試被問的問題
2019-2020:
請你自我介紹，問一些python跟統計或ML相關的package你會哪些。
2023-2024:
演算法白板題、視覺化工具、容器與微服務、spark、git與CI/CD、排程工具、三大雲端、LLM RAG等相關開發經驗…"
164,visible:span[dir='auto'],為什麼感覺別人的新生群都很嗨，我們東吳資科都沒什麼人在講話🥸
165,visible:span[dir='auto'],"我們系好像跑了快三分之一
應該休學的
但有這麼多喔
好恐怖😧
☝️一個學期大家都走了
正常嗎"
166,visible:span[dir='auto'],"請大家善待東吳法學生，共勉之
東吳大學
1
/
2"
167,visible:span[dir='auto'],選擇了通訊系，你就可以花四年學習微積分、普通物理、數位邏輯設計、線性代數、工程數學、電路學、電子學、電磁學、訊號與系統、通訊原理、資料結構、網路概論、計算機組織、數位信號處理，然後在畢業後被AI取代。​​​​​​​​​​​​​​​​
168,visible:span[dir='auto'],"【鄭重公告】
輔仁、東吳、淡江少了一個知名校友。
1
/
2"
169,visible:span[dir='auto'],東吳大學城中校區
